DOI,Document title,Abstract
,,
,,
,,
,,
,,
,,
,LLM-Deliberation: Evaluating LLMs with Interactive Multi-Agent Negotiation Games,
,Large language models are in-context semantic reasoners rather than symbolic reasoners,
,,
,Robots that ask for help: Uncertainty alignment for large language model planners,
,,
,,
,Leveraging commonsense knowledge from large language models for task and motion planning,
,,
,,
,,
,,
,,
,Tptu: Task planning and tool usage of large language model-based ai agents,
,Planning with large language models via corrective re-prompting,
,Sayplan: Grounding large language models using 3d scene graphs for scalable task planning,
,,
,,
,Enabling intelligent interactions between an agent and an LLM: A reinforcement learning approach,
,,
,,
,Halo: Estimation and reduction of hallucinations in open-source weak large language models,
,,
,,
,,
,,
,,
,,
,Grounding Large Language Models in Interactive Environments with Online Reinforcement Learning,"Recent works successfully leveraged Large Language Models' (LLM) abilities to capture abstract knowledge about world's physics to solve decision-making problems. Yet, the alignment between LLMs' knowledge and the environment can be wrong and limit functional competence due to lack of grounding. In this paper, we study an approach (named GLAM) to achieve this alignment through functional grounding: we consider an agent using an LLM as a policy that is progressively updated as the agent interacts with the environment, leveraging online Reinforcement Learning to improve its performance to solve goals. Using an interactive textual environment designed to study higher-level forms of functional grounding, and a set of spatial and navigation tasks, we study several scientific questions: 1) Can LLMs boost sample efficiency for online learning of various RL tasks? 2) How can it boost different forms of generalization? 3) What is the impact of online learning? We study these questions by functionally grounding several variants (size, architecture) of FLAN-T5. © 2023 Proceedings of Machine Learning Research. All rights reserved."
,,
,,
,Language Models as Zero-Shot Planners: Extracting Actionable Knowledge for Embodied Agents,"Can world knowledge learned by large language models (LLMs) be used to act in interactive environments? In this paper, we investigate the possibility of grounding high-level tasks, expressed in natural language (e.g. “make breakfast”), to a chosen set of actionable steps (e.g. “open fridge”). While prior work focused on learning from explicit step-by-step examples of how to act, we surprisingly find that if pre-trained LMs are large enough and prompted appropriately, they can effectively decompose high-level tasks into mid-level plans without any further training. However, the plans produced naively by LLMs often cannot map precisely to admissible actions. We propose a procedure that conditions on existing demonstrations and semantically translates the plans to admissible actions. Our evaluation in the recent VirtualHome environment shows that the resulting method substantially improves executability over the LLM baseline. The conducted human evaluation reveals a trade-off between executability and correctness but shows a promising sign towards extracting actionable knowledge from language models. Copyright © 2022 by the author(s)"
,,
,,
,,
,,
,"VAL: Automatic plan validation, continuous effects and mixed initiative planning using PDDL","This paper describes aspects of our plan validation tool, VAL. The tool was initially developed to support the 3rd International Planning Competition, but has subsequently been extended in order to exploit its capabilities in plan validation and development. In particular, the tool has been extended to include advanced features of PDDL2.1 which have proved important in mixed-initiative planning in a space operations project. Amongst these features, treatment of continuous effects is the most significant, with important effects on the semantic interpretation of plans. The tool has also been extended to keep abreast of developments in PDDL, providing critical support to participants and organisers of the 4th IPC. © 2004 IEEE."
,,
,REFLECT: Summarizing robot experiences for failure explanation and correction,
,,
,,
,,
,,
,,
,"Do As I Can, Not As I Say: Grounding Language in Robotic Affordances","Large language models can encode a wealth of semantic knowledge about the world. Such knowledge could be extremely useful to robots aiming to act upon high-level, temporally extended instructions expressed in natural language. However, a significant weakness of language models is that they lack real-world experience, which makes it difficult to leverage them for decision making within a given embodiment. For example, asking a language model to describe how to clean a spill might result in a reasonable narrative, but it may not be applicable to a particular agent, such as a robot, that needs to perform this task in a particular environment. We propose to provide real-world grounding by means of pretrained skills, which are used to constrain the model to propose natural language actions that are both feasible and contextually appropriate. The robot can act as the language model's “hands and eyes, ” while the language model supplies high-level semantic knowledge about the task. We show how low-level skills can be combined with large language models so that the language model provides high-level knowledge about the procedures for performing complex and temporally extended instructions, while value functions associated with these skills provide the grounding necessary to connect this knowledge to a particular physical environment. We evaluate our method on a number of real-world robotic tasks, where we show the need for real-world grounding and that this approach is capable of completing long-horizon, abstract, natural language instructions on a mobile manipulator. The project's website, video, and open source can be found at say-can.github.io. © 2023 Proceedings of Machine Learning Research. All rights reserved."
,,
,,
,,
,Plan-Seq-Learn: Language Model Guided RL for Solving Long Horizon Robotics Tasks,
,Pddl planning with pretrained large language models,
,,
,,
,,
,,
,There and Back Again: Extracting Formal Domains for Controllable Neurosymbolic Story Authoring,"Story generators using language models offer the automatic production of highly fluent narrative content, but they are hard to control and understand, seizing creative tasks that many authors wish to perform themselves. On the other hand, planning-based story generators are highly controllable and easily understood but require story domains that must be laboriously crafted; further, they lack the capacity for fluent language generation. In this paper, we explore hybrid approaches that aim to bridge the gap between language models and narrative planners. First, we demonstrate that language models can be used to author narrative planning domains from natural language stories with minimal human intervention. Second, we explore the reverse, demonstrating that we can use logical story domains and plans to produce stories that respect the narrative commitments of the planner. In doing so, we aim to build a foundation for human-centric authoring tools that facilitate novel creative experiences. Copyright © 2023, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved."
,PDDL - The planning domain definition language,
,,
,Lpg: A planner based on local search for planning graphs with action costs,
,,
,,
,,
,,
,,
,Voxposer: Composable 3d value maps for robotic manipulation with language models,
,,
,,
,,
,,
,Hugginggpt: Solving AI tasks with chatgpt and its friends in huggingface,
,,
,,
,,
,,
,,
,,
,,
,,
,Reasoning with language model is planning with world model,
,,
,Chameleon: Plug-and-play compositional reasoning with large language models,
,Smart-llm: Smart multi-agent robot task planning using large language models,
,,
,"Language models, agent models, and world models: The LAW for machine reasoning and planning",
,,
,,
,,
,,
,,
,,
,PlanBench: An Extensible Benchmark for Evaluating Large Language Models on Planning and Reasoning about Change,"Generating plans of action, and reasoning about change have long been considered a core competence of intelligent agents. It is thus no surprise that evaluating the planning and reasoning capabilities of large language models (LLMs) has become a hot topic of research. Most claims about LLM planning capabilities are however based on common sense tasks-where it becomes hard to tell whether LLMs are planning or merely retrieving from their vast world knowledge. There is a strong need for systematic and extensible planning benchmarks with sufficient diversity to evaluate whether LLMs have innate planning capabilities. Motivated by this, we propose PlanBench, an extensible benchmark suite based on the kinds of domains used in the automated planning community, especially in the International Planning Competition, to test the capabilities of LLMs in planning or reasoning about actions and change. PlanBench provides sufficient diversity in both the task domains and the specific planning capabilities. Our studies also show that on many critical capabilities-including plan generation-LLM performance falls quite short, even with the SOTA models. PlanBench can thus function as a useful marker of progress of LLMs in planning and reasoning. © 2023 Neural information processing systems foundation. All rights reserved."
,Parsel: Algorithmic Reasoning with Language Models by Composing Decompositions,"Despite recent success in large language model (LLM) reasoning, LLMs struggle with hierarchical multi-step reasoning tasks like generating complex programs. For these tasks, humans often start with a high-level algorithmic design and implement each part gradually. We introduce Parsel, a framework enabling automatic implementation and validation of complex algorithms with code LLMs. With Parsel, we automatically decompose algorithmic tasks into hierarchical natural language function descriptions and then search over combinations of possible function implementations using tests. We show that Parsel can be used across domains requiring hierarchical reasoning, including program synthesis and robotic planning. We find that, using Parsel, LLMs solve more competition-level problems in the APPS dataset, resulting in pass rates over 75% higher than prior results from directly sampling AlphaCode and Codex, while often using a smaller sample budget. Moreover, with automatically generated tests, we find that Parsel can improve the state-of-the-art pass@1 performance on HumanEval from 67% to 85%. We also find that LLM-generated robotic plans using Parsel are more than twice as likely to be considered accurate than directly generated plans. Lastly, we explore how Parsel addresses LLM limitations and discuss how Parsel may be useful for human programmers. We release our code at https://github.com/ezelikman/parsel. © 2023 Neural information processing systems foundation. All rights reserved."
,,
,,
,,
,Eipe-text: Evaluation-guided iterative plan extraction for long-form narrative text generation,
,Case-based reasoning,
,,
,,
,,
,,
,Tree of thoughts: Deliberate problem solving with large language models,
,Creative robot tool use with large language models,
,,
,,
,,
,,
,,
,Integrating common sense and planning with large language models for room tidying,
,,
,,
,Large language models as commonsense knowledge for large-scale task planning,
,,
,,
,On the planning abilities of large language models (A critical investigation with a proposed benchmark),
,,
,,
,"Describe, explain, plan and select: Interactive planning with large language models enables open-world multi-task agents",
,,
,,
,,
,,
,From word models to world models: Translating from natural language to the probabilistic language of thought,
,,
,,
,,
,,
,,
,,
,LLM-Deliberation: Evaluating LLMs with Interactive Multi-Agent Negotiation Games,
,Large language models are in-context semantic reasoners rather than symbolic reasoners,
,,
,Robots that ask for help: Uncertainty alignment for large language model planners,
,,
,,
,Leveraging commonsense knowledge from large language models for task and motion planning,
,,
,,
,,
,,
,,
,Tptu: Task planning and tool usage of large language model-based ai agents,
,Planning with large language models via corrective re-prompting,
,Sayplan: Grounding large language models using 3d scene graphs for scalable task planning,
,,
,,
,Enabling intelligent interactions between an agent and an LLM: A reinforcement learning approach,
,,
,,
,Halo: Estimation and reduction of hallucinations in open-source weak large language models,
,,
,,
,,
,,
,,
,,
,Grounding Large Language Models in Interactive Environments with Online Reinforcement Learning,"Recent works successfully leveraged Large Language Models' (LLM) abilities to capture abstract knowledge about world's physics to solve decision-making problems. Yet, the alignment between LLMs' knowledge and the environment can be wrong and limit functional competence due to lack of grounding. In this paper, we study an approach (named GLAM) to achieve this alignment through functional grounding: we consider an agent using an LLM as a policy that is progressively updated as the agent interacts with the environment, leveraging online Reinforcement Learning to improve its performance to solve goals. Using an interactive textual environment designed to study higher-level forms of functional grounding, and a set of spatial and navigation tasks, we study several scientific questions: 1) Can LLMs boost sample efficiency for online learning of various RL tasks? 2) How can it boost different forms of generalization? 3) What is the impact of online learning? We study these questions by functionally grounding several variants (size, architecture) of FLAN-T5. © 2023 Proceedings of Machine Learning Research. All rights reserved."
,,
,,
,Language Models as Zero-Shot Planners: Extracting Actionable Knowledge for Embodied Agents,"Can world knowledge learned by large language models (LLMs) be used to act in interactive environments? In this paper, we investigate the possibility of grounding high-level tasks, expressed in natural language (e.g. “make breakfast”), to a chosen set of actionable steps (e.g. “open fridge”). While prior work focused on learning from explicit step-by-step examples of how to act, we surprisingly find that if pre-trained LMs are large enough and prompted appropriately, they can effectively decompose high-level tasks into mid-level plans without any further training. However, the plans produced naively by LLMs often cannot map precisely to admissible actions. We propose a procedure that conditions on existing demonstrations and semantically translates the plans to admissible actions. Our evaluation in the recent VirtualHome environment shows that the resulting method substantially improves executability over the LLM baseline. The conducted human evaluation reveals a trade-off between executability and correctness but shows a promising sign towards extracting actionable knowledge from language models. Copyright © 2022 by the author(s)"
,,
,,
,,
,,
,"VAL: Automatic plan validation, continuous effects and mixed initiative planning using PDDL","This paper describes aspects of our plan validation tool, VAL. The tool was initially developed to support the 3rd International Planning Competition, but has subsequently been extended in order to exploit its capabilities in plan validation and development. In particular, the tool has been extended to include advanced features of PDDL2.1 which have proved important in mixed-initiative planning in a space operations project. Amongst these features, treatment of continuous effects is the most significant, with important effects on the semantic interpretation of plans. The tool has also been extended to keep abreast of developments in PDDL, providing critical support to participants and organisers of the 4th IPC. © 2004 IEEE."
,,
,REFLECT: Summarizing robot experiences for failure explanation and correction,
,,
,,
,,
,,
,,
,"Do As I Can, Not As I Say: Grounding Language in Robotic Affordances","Large language models can encode a wealth of semantic knowledge about the world. Such knowledge could be extremely useful to robots aiming to act upon high-level, temporally extended instructions expressed in natural language. However, a significant weakness of language models is that they lack real-world experience, which makes it difficult to leverage them for decision making within a given embodiment. For example, asking a language model to describe how to clean a spill might result in a reasonable narrative, but it may not be applicable to a particular agent, such as a robot, that needs to perform this task in a particular environment. We propose to provide real-world grounding by means of pretrained skills, which are used to constrain the model to propose natural language actions that are both feasible and contextually appropriate. The robot can act as the language model's “hands and eyes, ” while the language model supplies high-level semantic knowledge about the task. We show how low-level skills can be combined with large language models so that the language model provides high-level knowledge about the procedures for performing complex and temporally extended instructions, while value functions associated with these skills provide the grounding necessary to connect this knowledge to a particular physical environment. We evaluate our method on a number of real-world robotic tasks, where we show the need for real-world grounding and that this approach is capable of completing long-horizon, abstract, natural language instructions on a mobile manipulator. The project's website, video, and open source can be found at say-can.github.io. © 2023 Proceedings of Machine Learning Research. All rights reserved."
,,
,,
,,
,Plan-Seq-Learn: Language Model Guided RL for Solving Long Horizon Robotics Tasks,
,Pddl planning with pretrained large language models,
,,
,,
,,
,,
,There and Back Again: Extracting Formal Domains for Controllable Neurosymbolic Story Authoring,"Story generators using language models offer the automatic production of highly fluent narrative content, but they are hard to control and understand, seizing creative tasks that many authors wish to perform themselves. On the other hand, planning-based story generators are highly controllable and easily understood but require story domains that must be laboriously crafted; further, they lack the capacity for fluent language generation. In this paper, we explore hybrid approaches that aim to bridge the gap between language models and narrative planners. First, we demonstrate that language models can be used to author narrative planning domains from natural language stories with minimal human intervention. Second, we explore the reverse, demonstrating that we can use logical story domains and plans to produce stories that respect the narrative commitments of the planner. In doing so, we aim to build a foundation for human-centric authoring tools that facilitate novel creative experiences. Copyright © 2023, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved."
,PDDL - The planning domain definition language,
,,
,Lpg: A planner based on local search for planning graphs with action costs,
,,
,,
,,
,,
,,
,Voxposer: Composable 3d value maps for robotic manipulation with language models,
,,
,,
,,
,,
,Hugginggpt: Solving AI tasks with chatgpt and its friends in huggingface,
,,
,,
,,
,,
,,
,,
,,
,,
,Reasoning with language model is planning with world model,
,,
,Chameleon: Plug-and-play compositional reasoning with large language models,
,Smart-llm: Smart multi-agent robot task planning using large language models,
,,
,"Language models, agent models, and world models: The LAW for machine reasoning and planning",
,,
,,
,,
,,
,,
,,
,PlanBench: An Extensible Benchmark for Evaluating Large Language Models on Planning and Reasoning about Change,"Generating plans of action, and reasoning about change have long been considered a core competence of intelligent agents. It is thus no surprise that evaluating the planning and reasoning capabilities of large language models (LLMs) has become a hot topic of research. Most claims about LLM planning capabilities are however based on common sense tasks-where it becomes hard to tell whether LLMs are planning or merely retrieving from their vast world knowledge. There is a strong need for systematic and extensible planning benchmarks with sufficient diversity to evaluate whether LLMs have innate planning capabilities. Motivated by this, we propose PlanBench, an extensible benchmark suite based on the kinds of domains used in the automated planning community, especially in the International Planning Competition, to test the capabilities of LLMs in planning or reasoning about actions and change. PlanBench provides sufficient diversity in both the task domains and the specific planning capabilities. Our studies also show that on many critical capabilities-including plan generation-LLM performance falls quite short, even with the SOTA models. PlanBench can thus function as a useful marker of progress of LLMs in planning and reasoning. © 2023 Neural information processing systems foundation. All rights reserved."
,Parsel: Algorithmic Reasoning with Language Models by Composing Decompositions,"Despite recent success in large language model (LLM) reasoning, LLMs struggle with hierarchical multi-step reasoning tasks like generating complex programs. For these tasks, humans often start with a high-level algorithmic design and implement each part gradually. We introduce Parsel, a framework enabling automatic implementation and validation of complex algorithms with code LLMs. With Parsel, we automatically decompose algorithmic tasks into hierarchical natural language function descriptions and then search over combinations of possible function implementations using tests. We show that Parsel can be used across domains requiring hierarchical reasoning, including program synthesis and robotic planning. We find that, using Parsel, LLMs solve more competition-level problems in the APPS dataset, resulting in pass rates over 75% higher than prior results from directly sampling AlphaCode and Codex, while often using a smaller sample budget. Moreover, with automatically generated tests, we find that Parsel can improve the state-of-the-art pass@1 performance on HumanEval from 67% to 85%. We also find that LLM-generated robotic plans using Parsel are more than twice as likely to be considered accurate than directly generated plans. Lastly, we explore how Parsel addresses LLM limitations and discuss how Parsel may be useful for human programmers. We release our code at https://github.com/ezelikman/parsel. © 2023 Neural information processing systems foundation. All rights reserved."
,,
,,
,,
,Eipe-text: Evaluation-guided iterative plan extraction for long-form narrative text generation,
,Case-based reasoning,
,,
,,
,,
,,
,Tree of thoughts: Deliberate problem solving with large language models,
,Creative robot tool use with large language models,
,,
,,
,,
,,
,,
,Integrating common sense and planning with large language models for room tidying,
,,
,,
,Large language models as commonsense knowledge for large-scale task planning,
,,
,,
,On the planning abilities of large language models (A critical investigation with a proposed benchmark),
,,
,,
,"Describe, explain, plan and select: Interactive planning with large language models enables open-world multi-task agents",
,,
,,
,,
,,
,From word models to world models: Translating from natural language to the probabilistic language of thought,
10.1002/aaai.12036,The third AI summer: AAAI Robert S. Engelmore Memorial Lecture,
10.1002/aaai.12036,The third AI summer: AAAI Robert S. Engelmore Memorial Lecture,
10.1007/978-3-031-19842-7_21,Housekeep: Tidying Virtual Households Using Commonsense Reasoning,"We introduce Housekeep, a benchmark to evaluate commonsense reasoning in the home for embodied AI. In Housekeep, an embodied agent must tidy a house by rearranging misplaced objects without explicit instructions specifying which objects need to be rearranged. Instead, the agent must learn from and is evaluated against human preferences of which objects belong where in a tidy house. Specifically, we collect a dataset of where humans typically place objects in tidy and untidy houses constituting 1799 objects, 268 object categories, 585 placements, and 105 rooms. Next, we propose a modular baseline approach for Housekeep that integrates planning, exploration, and navigation. It leverages a fine-tuned large language model (LLM) trained on an internet text corpus for effective planning. We find that our baseline planner generalizes to some extent when rearranging objects in unknown environments. See our webpage for code, data and more details: https://yashkant.github.io/housekeep/. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG."
